index,magnitude,phase_angle,is_predicted
201,24765.005859375,-0.630253571228811,False
202,24774.16015625,-0.395340874072579,False
203,24774.16015625,-0.1604281769163471,False
204,24774.16015625,0.06875493868138298,False
205,24774.16015625,0.297938054279113,False
206,24774.16015625,0.08594367001667542,False
207,24776.27734375,-0.5671850985367942,True
208,24774.16015625,0.5557690776693526,False
209,24774.16015625,0.7792226117085808,False
210,24774.16015625,1.0255944186209636,False
211,24774.16015625,1.2547775742393332,False
212,24774.0703125,1.4667769344013029,True
213,24783.31640625,1.7246029151909443,False
214,24783.31640625,1.9595157457493084,False
215,24783.31640625,2.194428362864261,False
216,24783.31640625,2.4350706549192083,False
217,24783.31640625,2.6585241355975833,False
218,24783.228515625,2.8647932872110298,True
219,24783.31640625,3.1398087197074775,False
220,24783.31640625,3.37472133682243,False
221,24783.31640625,3.6096341673807943,False
222,24783.31640625,3.8445512668073896,True
223,24783.31640625,4.068000478617534,False
224,24785.63671875,4.749774593642574,True
225,24783.31640625,4.549285062727428,False
226,24783.31640625,4.789927141338963,False
227,24783.31640625,5.024839971897327,False
228,24783.31640625,5.259752375568868,False
229,24783.31640625,5.494665206127233,False
230,24783.31640625,5.729578036685597,False
231,24783.31640625,5.9587611923039665,False
232,24783.31640625,6.187944347922336,False
233,24783.31640625,6.405668153660717,False
234,24783.31640625,6.634851309279087,False
235,24774.16015625,6.869764139837451,False
236,24783.31640625,7.104676543508992,False
237,24783.31640625,7.339588947180533,False
238,24783.31640625,7.5687725296857264,False
239,24783.31640625,7.797955258417272,False
240,24783.31640625,8.015679491042476,False
241,24783.31640625,8.256321569654013,False
242,24783.31640625,8.485505152159204,False
243,24783.31640625,8.72614723077074,False
244,24783.31640625,8.94960113833594,False
245,24783.31640625,9.178783867067486,False
246,24783.31640625,9.407966595799031,False
247,24783.31640625,9.648609528184213,False
248,24774.16015625,9.877792256915761,False
249,24774.16015625,10.118434335527295,False
250,24774.16015625,10.3361585681525,False
251,24774.16015625,10.576800646764035,False
252,24774.16015625,10.79452487938924,False
253,24774.046875,10.989335534896343,True
254,24774.16015625,11.27580903661231,False
255,24774.16015625,11.504992619117504,False
256,24774.16015625,11.716987176802713,False
257,24774.16015625,11.957629255414249,False
258,24774.16015625,12.175353488039452,False
259,24774.16015625,12.415995566650988,False
260,24774.28515625,12.679558052569794,True
261,24765.005859375,12.874361877887727,False
262,24774.16015625,13.09781493167928,False
263,24765.005859375,13.349916360170804,False
264,24765.005859375,13.579099942675997,False
265,24774.041015625,13.785117231063799,True
266,24765.005859375,13.596288113722334,False
267,24765.005859375,13.825471696227526,False
268,24765.005859375,14.054654424959073,False
269,24765.005859375,14.289567682404261,False
270,24765.005859375,14.518750411135807,False
271,24765.005859375,14.747933993641,False
272,24765.005859375,14.977117576146192,False
273,24765.005859375,15.206299451104092,False
274,24755.849609375,15.418294862562949,False
275,24765.005859375,15.658936087400837,False
276,24792.62890625,15.927659635011235,True
277,24755.849609375,16.128762602291214,False
278,24755.849609375,16.357944477249113,False
279,24755.849609375,16.587128059754306,False
280,24755.849609375,16.80485229237951,False
281,24755.849609375,17.045495224764693,False
282,24755.849609375,17.27467709972259,False
283,24755.849609375,17.515320032107773,False
284,24755.849609375,17.744503614612967,False
285,24765.005859375,17.985144839450857,False
286,24765.005859375,18.22578777183604,False
287,24765.005859375,18.466428996673926,False
288,24755.849609375,18.69561257917912,False
289,24765.005859375,18.9362555115643,False
290,24765.005859375,19.18835608628218,False
291,24765.005859375,19.417539668787374,False
292,24765.005859375,19.658182601172555,False
293,24765.005859375,19.904554354724084,False
294,24765.005859375,20.16811427932195,False
295,24765.005859375,20.397297861827145,False
296,24765.005859375,20.64939843654502,False
297,24765.13671875,20.92441941857017,True
298,24765.005859375,21.124953772601746,False
299,24765.005859375,21.377056054866916,False
300,24765.005859375,21.617697279704803,False
301,24765.005859375,21.869799561969977,False
302,24765.005859375,22.104711965641517,False
303,24765.005859375,22.339624369313057,False
304,24765.005859375,22.574536772984597,False
305,24765.005859375,22.826639055249768,False
306,24765.005859375,23.05582093020767,False
307,24765.005859375,23.29646386259285,False
308,24765.005859375,23.525647445098045,False
309,24765.005859375,23.766288669935932,False
310,24765.005859375,24.006931602321114,False
311,24765.005859375,24.247574534706295,False
312,24765.005859375,24.488215759544186,False
313,24765.005859375,24.734587513095715,False
314,24765.005859375,24.986689795360885,False
315,24765.005859375,25.238790370078764,False
316,24765.005859375,25.485162123630296,False
317,24765.005859375,25.725805056015478,False
318,24765.005859375,25.96644798840066,False
319,24765.005859375,26.18990104219221,False
320,24764.91796875,26.39616934003201,True
321,24755.849609375,26.659725849535292,False
322,24755.849609375,26.906097603086824,False
323,24763.759765625,26.928760170752923,True
324,24765.005859375,27.387381760309893,False
325,24765.005859375,27.639484042575063,False
326,24755.849609375,27.4274903386635,False
327,24765.005859375,27.656672213621402,False
328,24755.849609375,27.897315146006584,False
329,24765.005859375,28.137958078391765,False
330,24755.849609375,28.39005865310964,False
331,24765.005859375,28.607782885734846,False
332,24792.3046875,28.790691936613204,True
333,24755.849609375,29.066150050745232,False
334,24755.849609375,29.306791275583123,False
335,24755.849609375,29.54743250042101,False
336,24755.849609375,29.788077140353487,False
337,24755.849609375,30.028718365191374,False
338,24737.5390625,30.257901947696567,False
339,24755.849609375,30.48708553020176,False
340,24755.849609375,30.72772675503965,False
341,24755.849609375,30.95691033754484,False
342,24737.5390625,31.209012619810014,False
343,24755.849609375,31.426735144887925,False
344,24737.5390625,31.66737636972581,False
345,24737.5390625,31.896559952231005,False
346,24737.5390625,32.137201177068896,False
347,24737.5390625,32.36638475957409,False
348,24737.5390625,32.607029399506565,False
349,24737.5390625,32.84767062434445,False
350,24737.5390625,33.08831184918234,False
351,24737.5390625,33.31749543168753,False
352,24737.5390625,33.55813665652542,False
353,24737.6015625,33.8102389387906,True
354,24737.5390625,34.02796487896309,False
355,24737.5390625,34.245687404041,False
356,24737.5390625,34.486328628878894,False
357,24737.6640625,34.74989196857134,True
358,24737.5390625,34.956153436221975,False
359,24737.5390625,35.18533701872717,False
360,24737.5390625,35.41452060123236,False
361,24728.384765625,35.64943471245119,False
362,24710.107421875,35.89034914485588,True
363,24728.384765625,36.107801877461576,False
364,24728.384765625,36.33698204487219,False
365,24728.384765625,36.56616562737738,False
366,24728.384765625,36.795356040071745,True
367,24719.228515625,37.02453279238777,False
368,24719.228515625,37.265174017225654,False
369,24727.201171875,37.28783999998634,True
370,24719.228515625,37.74645988199602,False
371,24719.228515625,37.96991293578757,False
372,24719.228515625,38.19909651829276,False
373,24719.2578125,38.43401404460618,True
374,24719.228515625,38.63454498354317,False
375,24710.07421875,38.857998037334724,False
376,24719.228515625,39.09863926217261,False
377,24710.07421875,39.327822844677804,False
378,24719.228515625,39.557006427183,False
379,24710.07421875,39.797647652020885,False
380,24719.228515625,40.03829229195336,False
381,24719.228515625,40.267472459363965,False
382,24719.228515625,40.49665604186916,False
383,24710.07421875,40.71438198204166,False
384,24710.07421875,40.97794190663952,False
385,24710.07421875,41.218583131477416,False
386,24719.228515625,41.00658772001856,False
387,24719.228515625,41.23577130252375,False
388,24719.228515625,41.464954885028945,False
389,24710.07421875,41.70559952496142,False
390,24719.228515625,41.94624074979931,False
391,24719.228515625,42.19834303206448,False
392,24719.228515625,42.4561724279487,False
393,24719.228515625,42.70827471021388,False
394,24719.228515625,42.948915935051765,False
395,24719.228515625,43.195287688603294,False
396,24719.228515625,43.43592891344118,False
397,24719.228515625,43.68803119570635,False
398,24719.228515625,43.93440294925789,False
399,24719.228515625,44.169317060476715,False
400,24728.384765625,44.40995828531461,False
401,24719.228515625,44.65633003886614,False
402,24719.228515625,44.90843232113131,False
403,24719.228515625,45.149073545969195,False
404,24728.384765625,45.39544529952072,False
405,24728.384765625,45.6475475817859,False
406,24728.384765625,45.88818880662379,False
407,24728.322265625,46.11737580422356,True
408,24728.384765625,46.39812389986777,False
409,24728.384765625,46.66741093808469,False
410,24726.919921875,46.69607382693665,True
411,24728.384765625,47.148696802855056,False
412,24728.384765625,47.395068556406585,False
413,24728.384765625,47.63570978124447,False
414,24728.384765625,47.864893363749665,False
415,24728.326171875,48.08262271901675,True
416,24728.384765625,48.35763687085273,False
417,24728.384765625,48.6097391531179,False
418,24728.384765625,48.84465326433673,False
419,24728.29296875,49.0623860346984,True
420,24728.384765625,49.32593571401251,False
421,24728.384765625,49.566580353944985,False
422,24728.384765625,49.818679221115566,False
423,24728.44921875,50.08223573061885,True
424,24728.384765625,50.29996508588593,False
425,24728.384765625,50.534879197104765,False
426,24728.384765625,50.76978989322902,False
427,24728.384765625,51.004704004447845,False
428,24728.384765625,51.2396147005721,False
429,24728.384765625,51.485986454123626,False
430,24728.384765625,51.7266310940561,False
431,24728.384765625,51.96727231889399,False
432,24728.384765625,52.21937460115916,False
433,24737.5390625,52.46574635471069,False
434,24737.5390625,52.70638757954858,False
435,24728.384765625,52.935571162053776,False
436,24737.5390625,53.17621238689166,False
437,24737.5390625,53.41685361172955,False
438,24728.384765625,53.657764629039654,True
439,24710.080078125,53.899222061483364,True
440,24737.5390625,54.10440435924513,False
441,24737.5390625,54.34504558408302,False
442,24737.5390625,54.585690224015494,False
443,24737.5390625,54.826341694137135,True
444,24737.5390625,55.066972673691275,False
445,24737.5390625,55.32480548467009,False
446,24737.5390625,55.07843373111855,False
447,24737.5390625,55.319074955956445,False
448,24737.5390625,55.54825853846164,False
449,24737.5390625,55.788899763299526,False
450,24737.5390625,56.01808334580472,False
451,24737.5390625,56.258724570642606,False
452,24737.5390625,56.4879081531478,False
453,24737.5390625,56.728552793080276,False
454,24737.5390625,56.95773296049088,False
455,24737.5390625,57.198377600423356,False
456,24737.5390625,57.43902224035583,False
457,24737.5390625,57.68539399390736,False
458,24737.5390625,57.90884363260433,False
459,24737.5390625,58.14948485744222,False
460,24737.5390625,58.37867185504199,False
461,24737.5390625,58.607852022452605,False
462,24737.5390625,58.83703218986321,True
463,24737.5390625,59.08913447212838,False
464,24737.5390625,59.31832146972816,False
465,24728.384765625,59.56469322327969,False
466,24710.171875,59.82854343091728,True
467,24737.5390625,60.02879091700372,False
468,24737.5390625,60.269432141841605,False
469,24737.5390625,60.49861230925221,False
470,24728.384765625,60.72779930685199,False
471,24728.384765625,60.956979474262596,False
472,24728.384765625,61.18615964167321,False
473,24728.384765625,61.41534663927298,False
474,24728.384765625,61.65598786411087,False
475,24728.384765625,61.896629088948764,False
476,24728.384765625,62.13727714397582,True
477,24728.384765625,62.35499625395915,False
478,24728.384765625,62.578452722845284,False
479,24728.384765625,62.81909394768317,False
480,24737.5390625,63.059735172521066,False
481,24737.5390625,63.306106926072594,False
482,24737.5390625,63.54674815091048,False
483,24737.5390625,63.78738937574837,False
484,24737.5390625,64.03949165801355,False
485,24737.5390625,64.28013288285143,False
486,24737.5390625,64.51505040916486,False
487,24737.5390625,64.75569163400274,False
488,24737.5390625,64.99633285884063,False
489,24737.5390625,65.23697408367852,False
490,24737.5390625,65.4776153085164,False
491,24755.849609375,65.73544811949522,False
492,24755.849609375,65.98755040176039,False
493,24755.849609375,66.23965268402556,False
494,24755.849609375,66.48602443757709,False
495,24755.818359375,66.72667249260415,True
496,24755.72265625,66.96159684910674,True
497,24755.849609375,67.25951604032436,False
498,24755.849609375,67.48869620773496,False
499,24755.849609375,67.71788320533474,False
500,24755.849609375,67.94708386331286,True
501,24755.849609375,68.20489618372416,False
502,24755.849609375,68.44553740856205,False
503,24755.849609375,68.69763969082722,False
504,24765.005859375,68.94974197309239,False
505,24765.005859375,69.19611372664392,False
506,24765.005859375,68.96692672904415,False
507,24765.005859375,69.21902901130932,False
508,24765.005859375,69.46540076486085,False
509,24765.005859375,69.7289641045533,False
510,24765.109375,70.00972586057584,True
511,24765.005859375,70.19879232699095,False
512,24765.005859375,70.43943355182886,False
513,24765.005859375,70.66861371923946,False
514,24765.005859375,70.90925494407735,False
515,24765.005859375,71.15562669762888,False
516,24765.005859375,71.39626792246676,False
517,24755.849609375,71.64837020473193,False
518,24737.603515625,71.9122272425587,True
519,24765.005859375,72.1181984271696,False
520,24765.005859375,72.36457018072113,False
521,24765.005859375,72.59948087684538,False
522,24765.005859375,72.84012210168328,False
523,24755.849609375,73.06930909928305,False
524,24755.849609375,73.31568085283457,False
525,24755.849609375,73.5448610202452,False
526,24755.849609375,73.7797785465586,False
527,24755.849609375,74.00895871396921,False
528,24755.849609375,74.24959993880711,False
529,24755.849609375,74.49597169235864,False
530,24755.849609375,74.74807397462381,False
531,24755.849609375,74.9887151994617,False
532,24755.849609375,75.22935642429958,False
533,24755.849609375,75.44708236447208,False
534,24755.849609375,75.68772358930997,False
535,24755.849609375,75.93982587157514,False
536,24755.849609375,76.17473656769938,False
537,24755.7578125,76.39246250787188,True
538,24755.490234375,76.59300369209262,True
539,24755.849609375,76.86801442883402,False
540,24763.037109375,78.0193930776014,True
541,24755.849609375,77.33784265127169,False
542,24755.849609375,77.57848387610957,False
543,24755.849609375,77.80767087370936,False
544,24755.849609375,78.04831209854724,False
545,24755.849609375,78.26603803871974,False
546,24755.849609375,78.49521820613035,False
547,24755.908203125,78.73585260077907,True
548,24755.849609375,78.9879617132334,False
549,24758.787109375,79.74420025813723,True
550,24755.849609375,79.45778993567107,False
551,24755.849609375,79.68697010308168,False
552,24755.849609375,79.93907238534686,False
553,24755.849609375,80.17971361018475,False
554,24737.5390625,80.40889377759535,False
555,24755.849609375,80.6495418326224,False
556,24755.849609375,80.87872200003302,False
557,24755.849609375,81.10790216744363,False
558,24737.5390625,81.33708916504341,False
559,24700.91796875,81.5667952570201,True
560,24737.5390625,81.80691738748108,False
561,24758.400390625,82.51629400448942,True
562,24737.5390625,82.25955402377781,False
563,24737.5390625,82.49446471990207,False
564,24728.384765625,82.72937541602631,False
565,24719.228515625,82.94710135619881,False
566,24719.228515625,82.71791435859903,False
567,24719.228515625,82.92990977005789,False
568,24719.228515625,83.1361746528031,False
569,24710.07421875,83.35963112168925,False
570,24710.07421875,83.60600287524078,False
571,24710.07421875,83.82945251393774,False
572,24710.07421875,84.04717845411024,False
573,24710.07421875,84.26490439428272,False
574,24700.91796875,84.49981509040698,False
575,24700.91796875,84.71754103057947,False
576,24709.98828125,84.91784315817927,True
577,24691.763671875,85.17590819558986,False
578,24700.91796875,85.40508836300047,False
579,24691.763671875,85.6285448318866,False
580,24691.763671875,85.84626394186994,False
581,24691.763671875,86.0754509394697,False
582,24691.763671875,86.32755322173487,False
583,24691.763671875,86.55673338914549,False
584,24691.763671875,86.79737461398338,False
585,24691.763671875,87.03801583882127,False
586,24691.763671875,87.29011812108644,False
587,24691.763671875,87.51930511868622,False
588,24691.763671875,87.76567687223775,False
589,24691.859375,88.02923338174102,True
590,24691.763671875,88.23549826448624,False
591,24691.763671875,88.47613948932413,False
592,24691.763671875,88.71678754435119,False
593,24682.607421875,88.95742876918908,False
594,24682.607421875,89.20953105145425,False
595,24691.763671875,89.45590280500578,False
596,24691.763671875,89.71945931450907,False
597,24691.763671875,89.93718525468157,False
598,24691.763671875,90.18928753694674,False
599,24682.607421875,90.43565929049826,False
600,24691.763671875,90.67630051533615,False
601,24691.763671875,90.92840279760132,False
602,24691.763671875,91.16904402243921,False
603,24691.701171875,91.39823102003899,True
604,24691.763671875,91.63887224487688,False
605,24691.763671875,91.89669822566651,False
606,24691.763671875,92.15453103664532,False
607,24691.763671875,92.39517226148322,False
608,24691.763671875,92.63581348632111,False
609,24691.763671875,92.87646154134816,False
610,24691.763671875,93.12855699342417,False
611,24691.763671875,93.38638980440298,False
612,24691.763671875,93.64995314409543,False
613,24691.763671875,93.88486384021968,False
614,24700.91796875,94.12550506505757,False
615,24691.763671875,94.35469206265735,False
616,24691.763671875,94.61824857216062,False
617,24691.763671875,94.86462032571215,False
618,24691.66796875,95.0938141535011,True
619,24691.388671875,95.30583688571664,True
620,24691.763671875,95.6094661150804,False
621,24691.763671875,95.85010733991828,False
622,24691.763671875,96.1079401508971,False
623,24691.763671875,96.36004243316226,False
624,24691.763671875,96.61787524414108,False
625,24700.91796875,96.87570122493071,False
626,24700.91796875,96.65798211494739,False
627,24691.763671875,96.89862333978527,False
628,24691.763671875,97.15645615076409,False
629,24691.763671875,97.42001266026737,False
630,24691.763671875,97.64919965786714,False
631,24691.763671875,97.90702563865679,False
632,24700.91796875,98.13621263625656,False
633,24691.763671875,98.38831491852174,False
634,24691.763671875,98.63468667207327,False
635,24700.884765625,98.87506151953353,True
636,24691.763671875,99.12743017917633,False
637,24700.91796875,99.38525615996596,False
638,24700.91796875,99.62590421499303,False
639,24691.763671875,99.87799966706903,False
640,24691.763671875,100.11864772209609,False
641,24691.763671875,100.37647370288573,False
642,24691.86328125,100.65148443962713,True
643,24691.763671875,100.86921720998879,False
644,24694.375,101.59682360189191,True
645,24691.763671875,101.37915230323277,False
646,24691.763671875,101.6255240567843,False
647,24691.763671875,101.86616528162219,False
648,24691.763671875,102.10680650646007,False
649,24691.763671875,102.34744773129796,False
650,24691.763671875,102.59955001356313,False
651,24682.607421875,102.85738282454194,False
652,24664.328125,103.12124669255788,True
653,24682.607421875,103.35585686035866,False
654,24694.466796875,104.09435740398794,True
655,24682.607421875,103.83713931003443,False
656,24682.607421875,104.0892415922996,False
657,24673.453125,104.34707440327841,False
658,24655.177734375,104.61093827129434,True
659,24673.453125,104.84554843909511,False
660,24682.607421875,105.086189663933,False
661,24682.607421875,105.34975300362545,False
662,24682.607421875,105.5846636997497,False
663,24673.453125,105.82530492458758,False
664,24673.453125,106.06594614942549,False
665,24673.453125,106.31804843169066,False
666,24673.517578125,106.58161860157227,True
667,24673.453125,106.79933088136643,False
668,24673.453125,107.04570263491796,False
669,24673.453125,107.30926597461041,False
670,24664.296875,107.5499071994483,False
671,24673.453125,107.80774001042711,False
672,24673.453125,108.048381235265,False
673,24673.453125,108.30621404624381,False
674,24664.296875,108.5468552710817,False
675,24664.296875,108.78749649591958,False
676,24664.296875,109.02813772075748,False
677,24664.296875,109.27450947430901,False
678,24664.296875,109.5151506991469,False
679,24664.265625,109.75006822546031,True
680,24655.142578125,109.97924839287093,False
681,24639.173828125,110.66751972534394,True
682,24655.142578125,110.48918348611491,False
683,24655.142578125,110.73555523966644,False
684,24664.296875,110.98765752193161,False
685,24664.296875,111.24548350272124,False
686,24664.296875,111.03921861997604,False
687,24655.142578125,111.29705143095485,False
688,24664.296875,111.55488424193366,False
689,24664.296875,111.81844075143694,False
690,24664.296875,112.04762774903672,False
691,24664.119140625,112.24245206492216,True
692,24664.296875,112.56901706951881,False
693,24664.296875,112.85549569387665,False
694,24664.296875,113.12478956228274,False
695,24673.453125,113.38834607178603,False
696,24673.453125,113.64617888276484,False
697,24664.296875,113.89828116503001,False
698,24664.296875,114.15611397600883,False
699,24673.453125,114.4196704855121,False
700,24673.453125,114.67749646630175,False
701,24664.263671875,114.92988561651205,True
702,24673.453125,115.19889944716218,False
703,24676.55078125,115.9838111262017,True
704,24673.453125,115.73747352359602,False
705,24673.453125,115.99529950438567,False
706,24671.8203125,115.97240471028779,True
707,24682.607421875,116.50524142781882,False
708,24682.607421875,116.75734371008399,False
709,24673.453125,117.01516969087363,False
710,24673.453125,117.27873303056609,False
711,24682.607421875,117.548020068783,False
712,24682.607421875,117.80584604957265,False
713,24682.607421875,118.05794833183782,False
714,24682.607421875,118.31005061410299,False
715,24673.453125,118.56789025527097,False
716,24673.453125,118.8371772934879,False
717,24673.453125,119.09500327427753,False
718,24682.607421875,119.3471055565427,False
719,24673.453125,119.59920783880787,False
720,24673.453125,119.84558642254858,False
721,24673.453125,120.1148734607655,False
722,24673.453125,120.37843680045795,False
723,24673.453125,120.64772383867488,False
724,24673.453125,120.90554981946451,False
